lat,lng
41.300553576397519,-8.6958362907171249
38.53758,-8.8760949999999639
38.662089414559453,-9.0734860813245177
38.662113499997808,-9.0735343610867858
41.1504126,-8.6116836999999578
38.754714310796651,-9.1884506307542324
41.146934,-8.6165379999999914
40.570639760498494,-8.445575162768364
38.662118317085479,-9.07354401703924
40.63812383932531,-8.643398629501462
38.715809999999955,-9.1673099999999863
40.570730222084634,-8.445538998803471
41.146592104217241,-8.6159241478890181
40.5703946650318,-8.44576746923849
41.148169999999986,-8.5904659999999922
40.637880242078943,-8.6438430519774556
41.143983777914222,-8.6134918997995555
40.5706324863129,-8.44564251601696
40.570692029817842,-8.4455824345350266
40.570702864784259,-8.4454690525308251
38.7900727,-9.1897625000000289
40.570966848125927,-8.4459117511287332
41.14720999999998,-8.5979900000000384
38.436426357586932,-57.477901709866529
40.570743684717335,-8.4454643586650491
40.637942096099174,-8.643517792224884
40.633934087864276,-8.6317408969625831
38.69956,-9.1852800000000059
41.146676666666664,-8.602170000000001
40.63777027787183,-8.6439043376594782
40.638226883189262,-8.6427817940711975
41.146639999999991,-8.6154319999999984
40.637916833350822,-8.6435234751552343
41.146583755840815,-8.615550784394145
38.859970014729782,-57.415318338437984
40.570652971909084,-8.4455457649060577
38.72666,-9.1541499999999871
41.14561,-8.6105300000000113
41.20905,-8.68583000000001
39.808029605674207,-7.5146547029726207
40.6405055,-8.65375389999997
41.14725,-8.6074900000000127
38.709367555555524,-9.13566199999994
40.6426624,-8.6487908000000289
38.7196139,-9.11624340000003
41.162185099999988,-8.6665907000000288
40.64396,-8.6453400000000045
41.1536037,-8.6110092000000122
40.570509483836354,-8.44552013125005
40.570751250757411,-8.4456152468919754
41.40471,-8.7667900000000145
41.16321,-8.6664700000000039
40.57072595283865,-8.4454970061779022
38.716506,-9.1315240000000131
40.570626888657792,-8.4457692364230752
41.160855,-8.6314151000000265
40.570592876665863,-8.4455222013098989
40.570623427764055,-8.4456087102774973
40.637616382709744,-8.6441288434434682
40.570637704885051,-8.4457721306136762
41.1713945,-8.6875813000000335
40.5722411576757,-8.4467160562053323
40.570622760810352,-8.4456545859575272
40.57067909227947,-8.4455928951501846
38.707206000000049,-9.1333509999999478
38.91505706062172,-76.725711033813184
40.63755872076981,-8.6437374651432037
37.744134425777162,-93.8587329422665
40.637863841202865,-8.6435240507125854
41.146312701072951,-8.6162057798355818
38.35369632577715,-93.740518792266528
40.637972409900584,-8.6435926901176572
40.570713811118985,-8.4455255130305886
38.91505706062172,-76.7257110338132
40.984980666666665,-8.6548889999999972
40.809461333333331,-8.6432980000000157
40.638076469966606,-8.6429247558116913
40.570629453410618,-8.44560991686123
40.570663450059591,-8.4455861896276474
41.143992930177625,-8.6134716697540341
40.633954640661337,-8.6317831417545676
41.181365799999988,-8.6542806999999584
40.64225,-8.64985999999999
38.715076,-9.13608099999999
40.571905637307253,-8.4471756289713085
38.705834293506605,-9.1454083006829023
38.735149,-9.1409009999999853
39.808013302837104,-7.5146393514863234
40.570586469012916,-8.4456588188186288
41.148243,-8.6127950000000055
41.146496501323888,-8.6161709111183882
41.1472466,-8.6074873000000025
41.146087494990276,-8.6151919048279524
41.13682,-8.61733000000001
41.146676666666664,-8.60217000000003
40.570580181932378,-8.4456535130739212
41.14687379672791,-8.61607757024467
40.637410970001788,-8.64364430308342
40.634289292346764,-8.6484372639097273
38.6655634006908,-84.287847815347988
41.146409999999982,-8.6042600000000391
40.570480234169693,-8.4455873141996562
41.144586121821078,-8.61258255959217
40.5707670360209,-8.4455587531809329
41.137529699999988,-8.6139981000000034
38.705846852146784,-9.1455005686730146
40.571182363137694,-8.4466070006601512
40.570562033871454,-8.4458196881885783
40.571712253830817,-8.4467589488485828
41.147150999999994,-8.6157080000000121
41.146508619951575,-8.6161414068192244
41.1427295,-8.5341370999999526
40.637947428585676,-8.6435216814279556
40.570481281951494,-8.4455652102410852
40.570901553126156,-8.4461373835802078
40.570482474795746,-8.4455799828283489
40.570605676925844,-8.44564222863741
40.571123589640884,-8.44588407408446
40.570536982269914,-8.4456237405538559
40.637767098135882,-8.6439633462578058
40.570639133936218,-8.4456020390445588
40.570441186210253,-8.44565749866888
41.144586121821085,-8.61258255959217
